"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_000307975.2_ASM30797v2","GCA_003012895.2_ASM301289v2","GCA_000015425.1_ASM1542v1","GCA_000189735.2_ASM18973v2","GCA_002009115.1_ASM200911v1","GCA_002762545.2_ASM276254v2","GCA_003359255.2_ASM335925v2","GCA_003627485.2_ASM362748v2","GCA_005280395.1_ASM528039v1","GCA_005280355.1_ASM528035v1"
"GCA_000307975.2_ASM30797v2_CDS_0005","persistent","","10","10","1.0","NA","NA","","","","503","1304","1223.9","GCA_000307975.2_ASM30797v2_CDS_0005","GCA_003012895.2_ASM301289v2_CDS_0887","GCA_000015425.1_ASM1542v1_CDS_3917","GCA_000189735.2_ASM18973v2_CDS_3952","GCA_002009115.1_ASM200911v1_CDS_1774","GCA_002762545.2_ASM276254v2_CDS_1362","GCA_003359255.2_ASM335925v2_CDS_0034","GCA_003627485.2_ASM362748v2_CDS_0282","GCA_005280395.1_ASM528039v1_CDS_3334","GCA_005280355.1_ASM528035v1_CDS_3828"
"GCA_000307975.2_ASM30797v2_CDS_0037","persistent","","10","10","1.0","NA","NA","","","","749","839","824.0","GCA_000307975.2_ASM30797v2_CDS_0037","GCA_003012895.2_ASM301289v2_CDS_0848","GCA_000015425.1_ASM1542v1_CDS_3883","GCA_000189735.2_ASM18973v2_CDS_3920","GCA_002009115.1_ASM200911v1_CDS_1806","GCA_002762545.2_ASM276254v2_CDS_1394","GCA_003359255.2_ASM335925v2_CDS_0090","GCA_003627485.2_ASM362748v2_CDS_0314","GCA_005280395.1_ASM528039v1_CDS_3367","GCA_005280355.1_ASM528035v1_CDS_3796"
"GCA_000307975.2_ASM30797v2_CDS_0069","persistent","","10","10","1.0","NA","NA","","","","449","449","449.0","GCA_000307975.2_ASM30797v2_CDS_0069","GCA_003012895.2_ASM301289v2_CDS_0781","GCA_000015425.1_ASM1542v1_CDS_3844","GCA_000189735.2_ASM18973v2_CDS_3888","GCA_002009115.1_ASM200911v1_CDS_1839","GCA_002762545.2_ASM276254v2_CDS_1438","GCA_003359255.2_ASM335925v2_CDS_0133","GCA_003627485.2_ASM362748v2_CDS_0348","GCA_005280395.1_ASM528039v1_CDS_3401","GCA_005280355.1_ASM528035v1_CDS_3762"
"GCA_000307975.2_ASM30797v2_CDS_0101","persistent","","8","8","1.0","NA","NA","","","","794","794","794.0","GCA_000307975.2_ASM30797v2_CDS_0101","GCA_003012895.2_ASM301289v2_CDS_0748","","GCA_000189735.2_ASM18973v2_CDS_3855","GCA_002009115.1_ASM200911v1_CDS_1873","GCA_002762545.2_ASM276254v2_CDS_1473","","GCA_003627485.2_ASM362748v2_CDS_0397","GCA_005280395.1_ASM528039v1_CDS_3443","GCA_005280355.1_ASM528035v1_CDS_3728"
"GCA_000307975.2_ASM30797v2_CDS_0197","persistent","","10","12","1.2","NA","NA","","","","176","1379","1131.25","GCA_000307975.2_ASM30797v2_CDS_0197","GCA_003012895.2_ASM301289v2_CDS_3383","GCA_000015425.1_ASM1542v1_CDS_2828" "GCA_000015425.1_ASM1542v1_CDS_2827","GCA_000189735.2_ASM18973v2_CDS_2985","GCA_002009115.1_ASM200911v1_CDS_2717","GCA_002762545.2_ASM276254v2_CDS_2327","GCA_003359255.2_ASM335925v2_CDS_1349","GCA_003627485.2_ASM362748v2_CDS_1239","GCA_005280395.1_ASM528039v1_CDS_0346","GCA_005280355.1_ASM528035v1_CDS_0061" "GCA_005280355.1_ASM528035v1_CDS_0062"
"GCA_000307975.2_ASM30797v2_CDS_0229","persistent","","10","13","1.3","NA","NA","","","","371","1703","1296.15","GCA_000307975.2_ASM30797v2_CDS_0229","GCA_003012895.2_ASM301289v2_CDS_3446" "GCA_003012895.2_ASM301289v2_CDS_3447","GCA_000015425.1_ASM1542v1_CDS_2861","GCA_000189735.2_ASM18973v2_CDS_3017","GCA_002009115.1_ASM200911v1_CDS_2685","GCA_002762545.2_ASM276254v2_CDS_2291" "GCA_002762545.2_ASM276254v2_CDS_2290","GCA_003359255.2_ASM335925v2_CDS_1300" "GCA_003359255.2_ASM335925v2_CDS_1301","GCA_003627485.2_ASM362748v2_CDS_1204","GCA_005280395.1_ASM528039v1_CDS_0259","GCA_005280355.1_ASM528035v1_CDS_3312"
"GCA_000307975.2_ASM30797v2_CDS_0261","persistent","","10","10","1.0","NA","NA","","","","758","758","758.0","GCA_000307975.2_ASM30797v2_CDS_0261","GCA_003012895.2_ASM301289v2_CDS_3480","GCA_000015425.1_ASM1542v1_CDS_2896","GCA_000189735.2_ASM18973v2_CDS_3049","GCA_002009115.1_ASM200911v1_CDS_2653","GCA_002762545.2_ASM276254v2_CDS_2257","GCA_003359255.2_ASM335925v2_CDS_1254","GCA_003627485.2_ASM362748v2_CDS_1172","GCA_005280395.1_ASM528039v1_CDS_0223","GCA_005280355.1_ASM528035v1_CDS_3281"
"GCA_000307975.2_ASM30797v2_CDS_0293","persistent","","10","11","1.1","NA","NA","","","","143","800","718.18","GCA_000307975.2_ASM30797v2_CDS_0293","GCA_003012895.2_ASM301289v2_CDS_3514","GCA_000015425.1_ASM1542v1_CDS_2930","GCA_000189735.2_ASM18973v2_CDS_3081","GCA_002009115.1_ASM200911v1_CDS_2621","GCA_002762545.2_ASM276254v2_CDS_2224","GCA_003359255.2_ASM335925v2_CDS_1216" "GCA_003359255.2_ASM335925v2_CDS_1215","GCA_003627485.2_ASM362748v2_CDS_1140","GCA_005280395.1_ASM528039v1_CDS_0191","GCA_005280355.1_ASM528035v1_CDS_3249"
"GCA_000307975.2_ASM30797v2_CDS_0389","persistent","","10","10","1.0","NA","NA","","","","383","383","383.0","GCA_000307975.2_ASM30797v2_CDS_0389","GCA_003012895.2_ASM301289v2_CDS_0194","GCA_000015425.1_ASM1542v1_CDS_3212","GCA_000189735.2_ASM18973v2_CDS_3372","GCA_002009115.1_ASM200911v1_CDS_2376","GCA_002762545.2_ASM276254v2_CDS_1975","GCA_003359255.2_ASM335925v2_CDS_0878","GCA_003627485.2_ASM362748v2_CDS_0906","GCA_005280395.1_ASM528039v1_CDS_3962","GCA_005280355.1_ASM528035v1_CDS_3012"
"GCA_000307975.2_ASM30797v2_CDS_0421","persistent","","10","10","1.0","NA","NA","","","","362","437","429.5","GCA_000307975.2_ASM30797v2_CDS_0421","GCA_003012895.2_ASM301289v2_CDS_1426","GCA_000015425.1_ASM1542v1_CDS_0478","GCA_000189735.2_ASM18973v2_CDS_0523","GCA_002009115.1_ASM200911v1_CDS_1234","GCA_002762545.2_ASM276254v2_CDS_0751","GCA_003359255.2_ASM335925v2_CDS_4570","GCA_003627485.2_ASM362748v2_CDS_3339","GCA_005280395.1_ASM528039v1_CDS_2793","GCA_005280355.1_ASM528035v1_CDS_2285"
"GCA_000307975.2_ASM30797v2_CDS_0517","persistent","","9","11","1.22","NA","NA","","","","404","944","769.18","GCA_000307975.2_ASM30797v2_CDS_0517","","GCA_000015425.1_ASM1542v1_CDS_1460" "GCA_000015425.1_ASM1542v1_CDS_1461","GCA_000189735.2_ASM18973v2_CDS_1509","GCA_002009115.1_ASM200911v1_CDS_0303","GCA_002762545.2_ASM276254v2_CDS_2839","GCA_003359255.2_ASM335925v2_CDS_2422" "GCA_003359255.2_ASM335925v2_CDS_2421","GCA_003627485.2_ASM362748v2_CDS_1751","GCA_005280395.1_ASM528039v1_CDS_1787","GCA_005280355.1_ASM528035v1_CDS_1363"
"GCA_000307975.2_ASM30797v2_CDS_0549","persistent","","9","9","1.0","NA","NA","","","","428","431","430.0","GCA_000307975.2_ASM30797v2_CDS_0549","","GCA_000015425.1_ASM1542v1_CDS_1432","GCA_000189735.2_ASM18973v2_CDS_1477","GCA_002009115.1_ASM200911v1_CDS_0335","GCA_002762545.2_ASM276254v2_CDS_2807","GCA_003359255.2_ASM335925v2_CDS_2376","GCA_003627485.2_ASM362748v2_CDS_1719","GCA_005280395.1_ASM528039v1_CDS_1816","GCA_005280355.1_ASM528035v1_CDS_1395"
"GCA_000307975.2_ASM30797v2_CDS_0581","persistent","","9","9","1.0","NA","NA","","","","329","329","329.0","GCA_000307975.2_ASM30797v2_CDS_0581","","GCA_000015425.1_ASM1542v1_CDS_1397","GCA_000189735.2_ASM18973v2_CDS_1445","GCA_002009115.1_ASM200911v1_CDS_0369","GCA_002762545.2_ASM276254v2_CDS_2774","GCA_003359255.2_ASM335925v2_CDS_2327","GCA_003627485.2_ASM362748v2_CDS_1685","GCA_005280395.1_ASM528039v1_CDS_1852","GCA_005280355.1_ASM528035v1_CDS_1428"
"GCA_000307975.2_ASM30797v2_CDS_0613","persistent","","10","12","1.2","NA","NA","","","","275","1358","1124.75","GCA_000307975.2_ASM30797v2_CDS_0613","GCA_003012895.2_ASM301289v2_CDS_2134","GCA_000015425.1_ASM1542v1_CDS_1364","GCA_000189735.2_ASM18973v2_CDS_1413","GCA_002009115.1_ASM200911v1_CDS_0402","GCA_002762545.2_ASM276254v2_CDS_2740" "GCA_002762545.2_ASM276254v2_CDS_2741","GCA_003359255.2_ASM335925v2_CDS_2292" "GCA_003359255.2_ASM335925v2_CDS_2293","GCA_003627485.2_ASM362748v2_CDS_1653","GCA_005280395.1_ASM528039v1_CDS_1884","GCA_005280355.1_ASM528035v1_CDS_1460"
"GCA_000307975.2_ASM30797v2_CDS_0709","persistent","","10","12","1.2","NA","NA","","","","254","1727","1423.0","GCA_000307975.2_ASM30797v2_CDS_0709","GCA_003012895.2_ASM301289v2_CDS_2879" "GCA_003012895.2_ASM301289v2_CDS_2880","GCA_000015425.1_ASM1542v1_CDS_1763","GCA_000189735.2_ASM18973v2_CDS_1872","GCA_002009115.1_ASM200911v1_CDS_3686","GCA_002762545.2_ASM276254v2_CDS_3152","GCA_003359255.2_ASM335925v2_CDS_2942","GCA_003627485.2_ASM362748v2_CDS_2073","GCA_005280395.1_ASM528039v1_CDS_1431" "GCA_005280395.1_ASM528039v1_CDS_1432","GCA_005280355.1_ASM528035v1_CDS_1048"
"GCA_000307975.2_ASM30797v2_CDS_0741","persistent","","6","6","1.0","NA","NA","","","","92","92","92.0","GCA_000307975.2_ASM30797v2_CDS_0741","GCA_003012895.2_ASM301289v2_CDS_2840","GCA_000015425.1_ASM1542v1_CDS_1853","GCA_000189735.2_ASM18973v2_CDS_1904","GCA_002009115.1_ASM200911v1_CDS_3651","","","GCA_003627485.2_ASM362748v2_CDS_2164","",""
"GCA_000307975.2_ASM30797v2_CDS_0805","persistent","","10","12","1.2","NA","NA","","","","119","647","504.25","GCA_000307975.2_ASM30797v2_CDS_0805","GCA_003012895.2_ASM301289v2_CDS_2769","GCA_000015425.1_ASM1542v1_CDS_1922","GCA_000189735.2_ASM18973v2_CDS_1968","GCA_002009115.1_ASM200911v1_CDS_3584","GCA_002762545.2_ASM276254v2_CDS_4001","GCA_003359255.2_ASM335925v2_CDS_3085" "GCA_003359255.2_ASM335925v2_CDS_3084","GCA_003627485.2_ASM362748v2_CDS_2232","GCA_005280395.1_ASM528039v1_CDS_1277" "GCA_005280395.1_ASM528039v1_CDS_1278","GCA_005280355.1_ASM528035v1_CDS_0952"
"GCA_000307975.2_ASM30797v2_CDS_0837","persistent","","10","10","1.0","NA","NA","","","","1229","1229","1229.0","GCA_000307975.2_ASM30797v2_CDS_0837","GCA_003012895.2_ASM301289v2_CDS_2734","GCA_000015425.1_ASM1542v1_CDS_1955","GCA_000189735.2_ASM18973v2_CDS_2000","GCA_002009115.1_ASM200911v1_CDS_3552","GCA_002762545.2_ASM276254v2_CDS_3969","GCA_003359255.2_ASM335925v2_CDS_3129","GCA_003627485.2_ASM362748v2_CDS_2264","GCA_005280395.1_ASM528039v1_CDS_1243","GCA_005280355.1_ASM528035v1_CDS_0918"
"GCA_000307975.2_ASM30797v2_CDS_0869","persistent","","10","10","1.0","NA","NA","","","","185","185","185.0","GCA_000307975.2_ASM30797v2_CDS_0869","GCA_003012895.2_ASM301289v2_CDS_2700","GCA_000015425.1_ASM1542v1_CDS_1988","GCA_000189735.2_ASM18973v2_CDS_2032","GCA_002009115.1_ASM200911v1_CDS_3516","GCA_002762545.2_ASM276254v2_CDS_3936","GCA_003359255.2_ASM335925v2_CDS_3179","GCA_003627485.2_ASM362748v2_CDS_2298","GCA_005280395.1_ASM528039v1_CDS_1208","GCA_005280355.1_ASM528035v1_CDS_0886"
"GCA_000307975.2_ASM30797v2_CDS_0901","persistent","","10","10","1.0","NA","NA","","","","407","470","457.4","GCA_000307975.2_ASM30797v2_CDS_0901","GCA_003012895.2_ASM301289v2_CDS_1098","GCA_000015425.1_ASM1542v1_CDS_0165","GCA_000189735.2_ASM18973v2_CDS_0176","GCA_002009115.1_ASM200911v1_CDS_1586","GCA_002762545.2_ASM276254v2_CDS_1152","GCA_003359255.2_ASM335925v2_CDS_5038","GCA_003627485.2_ASM362748v2_CDS_0080","GCA_005280395.1_ASM528039v1_CDS_3113","GCA_005280355.1_ASM528035v1_CDS_2613"
"GCA_000307975.2_ASM30797v2_CDS_0965","persistent","","7","7","1.0","NA","NA","","","","1226","1229","1227.29","GCA_000307975.2_ASM30797v2_CDS_0965","","GCA_000015425.1_ASM1542v1_CDS_0093","GCA_000189735.2_ASM18973v2_CDS_0115","GCA_002009115.1_ASM200911v1_CDS_1651","GCA_002762545.2_ASM276254v2_CDS_1223","","","GCA_005280395.1_ASM528039v1_CDS_3190","GCA_005280355.1_ASM528035v1_CDS_2747"
"GCA_000307975.2_ASM30797v2_CDS_0997","persistent","","8","8","1.0","NA","NA","","","","1100","1100","1100.0","GCA_000307975.2_ASM30797v2_CDS_0997","","GCA_000015425.1_ASM1542v1_CDS_0060","GCA_000189735.2_ASM18973v2_CDS_0082","","GCA_002762545.2_ASM276254v2_CDS_1272","GCA_003359255.2_ASM335925v2_CDS_5155","GCA_003627485.2_ASM362748v2_CDS_0187","GCA_005280395.1_ASM528039v1_CDS_3232","GCA_005280355.1_ASM528035v1_CDS_2793"
"GCA_000307975.2_ASM30797v2_CDS_1093","persistent","","10","11","1.1","NA","NA","","","","251","359","349.18","GCA_000307975.2_ASM30797v2_CDS_1093","GCA_003012895.2_ASM301289v2_CDS_3700" "GCA_003012895.2_ASM301289v2_CDS_2597","GCA_000015425.1_ASM1542v1_CDS_2151","GCA_000189735.2_ASM18973v2_CDS_2247","GCA_002009115.1_ASM200911v1_CDS_3305","GCA_002762545.2_ASM276254v2_CDS_3721","GCA_003359255.2_ASM335925v2_CDS_3491","GCA_003627485.2_ASM362748v2_CDS_2521","GCA_005280395.1_ASM528039v1_CDS_1030","GCA_005280355.1_ASM528035v1_CDS_0670"
"GCA_000307975.2_ASM30797v2_CDS_1125","persistent","","10","10","1.0","NA","NA","","","","1289","1289","1289.0","GCA_000307975.2_ASM30797v2_CDS_1125","GCA_003012895.2_ASM301289v2_CDS_2558","GCA_000015425.1_ASM1542v1_CDS_2186","GCA_000189735.2_ASM18973v2_CDS_2280","GCA_002009115.1_ASM200911v1_CDS_3270","GCA_002762545.2_ASM276254v2_CDS_3686","GCA_003359255.2_ASM335925v2_CDS_3539","GCA_003627485.2_ASM362748v2_CDS_2554","GCA_005280395.1_ASM528039v1_CDS_0996","GCA_005280355.1_ASM528035v1_CDS_0638"
"GCA_000307975.2_ASM30797v2_CDS_1157","persistent","","10","10","1.0","NA","NA","","","","101","101","101.0","GCA_000307975.2_ASM30797v2_CDS_1157","GCA_003012895.2_ASM301289v2_CDS_2523","GCA_000015425.1_ASM1542v1_CDS_2218","GCA_000189735.2_ASM18973v2_CDS_2312","GCA_002009115.1_ASM200911v1_CDS_3235","GCA_002762545.2_ASM276254v2_CDS_3653","GCA_003359255.2_ASM335925v2_CDS_3590","GCA_003627485.2_ASM362748v2_CDS_2591","GCA_005280395.1_ASM528039v1_CDS_0961","GCA_005280355.1_ASM528035v1_CDS_0603"
"GCA_000307975.2_ASM30797v2_CDS_1189","persistent","","9","11","1.22","NA","NA","","","","566","1454","1297.73","GCA_000307975.2_ASM30797v2_CDS_1189","","GCA_000015425.1_ASM1542v1_CDS_2248","GCA_000189735.2_ASM18973v2_CDS_2344","GCA_002009115.1_ASM200911v1_CDS_3203","GCA_002762545.2_ASM276254v2_CDS_3620","GCA_003359255.2_ASM335925v2_CDS_3633" "GCA_003359255.2_ASM335925v2_CDS_3634","GCA_003627485.2_ASM362748v2_CDS_2624","GCA_005280395.1_ASM528039v1_CDS_0930","GCA_005280355.1_ASM528035v1_CDS_2677" "GCA_005280355.1_ASM528035v1_CDS_0571"
"GCA_000307975.2_ASM30797v2_CDS_1221","persistent","","10","10","1.0","NA","NA","","","","482","482","482.0","GCA_000307975.2_ASM30797v2_CDS_1221","GCA_003012895.2_ASM301289v2_CDS_2463","GCA_000015425.1_ASM1542v1_CDS_2280","GCA_000189735.2_ASM18973v2_CDS_2377","GCA_002009115.1_ASM200911v1_CDS_3169","GCA_002762545.2_ASM276254v2_CDS_3586","GCA_003359255.2_ASM335925v2_CDS_3675","GCA_003627485.2_ASM362748v2_CDS_2658","GCA_005280395.1_ASM528039v1_CDS_0895","GCA_005280355.1_ASM528035v1_CDS_0537"
"GCA_000307975.2_ASM30797v2_CDS_1253","persistent","","10","11","1.1","NA","NA","","","","212","503","459.91","GCA_000307975.2_ASM30797v2_CDS_1253","GCA_003012895.2_ASM301289v2_CDS_2429","GCA_000015425.1_ASM1542v1_CDS_2313","GCA_000189735.2_ASM18973v2_CDS_2409","GCA_002009115.1_ASM200911v1_CDS_3136","GCA_002762545.2_ASM276254v2_CDS_3554","GCA_003359255.2_ASM335925v2_CDS_3722" "GCA_003359255.2_ASM335925v2_CDS_3721","GCA_003627485.2_ASM362748v2_CDS_2691","GCA_005280395.1_ASM528039v1_CDS_0862","GCA_005280355.1_ASM528035v1_CDS_0503"
"GCA_000307975.2_ASM30797v2_CDS_1638","persistent","","10","10","1.0","NA","NA","","","","1298","1298","1298.0","GCA_000307975.2_ASM30797v2_CDS_1638","GCA_003012895.2_ASM301289v2_CDS_1345","GCA_000015425.1_ASM1542v1_CDS_0403","GCA_000189735.2_ASM18973v2_CDS_0443","GCA_002009115.1_ASM200911v1_CDS_1311","GCA_002762545.2_ASM276254v2_CDS_0830","GCA_003359255.2_ASM335925v2_CDS_4685","GCA_003627485.2_ASM362748v2_CDS_3263","GCA_005280395.1_ASM528039v1_CDS_2873","GCA_005280355.1_ASM528035v1_CDS_2361"
"GCA_000307975.2_ASM30797v2_CDS_1670","persistent","","10","13","1.3","NA","NA","","","","260","3698","2752.54","GCA_000307975.2_ASM30797v2_CDS_1670","GCA_003012895.2_ASM301289v2_CDS_1308","GCA_000015425.1_ASM1542v1_CDS_0369" "GCA_000015425.1_ASM1542v1_CDS_0368","GCA_000189735.2_ASM18973v2_CDS_0411","GCA_002009115.1_ASM200911v1_CDS_1344","GCA_002762545.2_ASM276254v2_CDS_0864","GCA_003359255.2_ASM335925v2_CDS_4729" "GCA_003359255.2_ASM335925v2_CDS_4732" "GCA_003359255.2_ASM335925v2_CDS_4730","GCA_003627485.2_ASM362748v2_CDS_3231","GCA_005280395.1_ASM528039v1_CDS_2907","GCA_005280355.1_ASM528035v1_CDS_2393"
"GCA_000307975.2_ASM30797v2_CDS_1702","persistent","","10","12","1.2","NA","NA","","","","317","1667","1379.25","GCA_000307975.2_ASM30797v2_CDS_1702","GCA_003012895.2_ASM301289v2_CDS_1271","GCA_000015425.1_ASM1542v1_CDS_0334","GCA_000189735.2_ASM18973v2_CDS_0378","GCA_002009115.1_ASM200911v1_CDS_1377","GCA_002762545.2_ASM276254v2_CDS_0896","GCA_003359255.2_ASM335925v2_CDS_4786" "GCA_003359255.2_ASM335925v2_CDS_4788" "GCA_003359255.2_ASM335925v2_CDS_4787","GCA_003627485.2_ASM362748v2_CDS_3197","GCA_005280395.1_ASM528039v1_CDS_2940","GCA_005280355.1_ASM528035v1_CDS_2425"
"GCA_000307975.2_ASM30797v2_CDS_1734","persistent","","10","10","1.0","NA","NA","","","","308","356","351.2","GCA_000307975.2_ASM30797v2_CDS_1734","GCA_003012895.2_ASM301289v2_CDS_1227","GCA_000015425.1_ASM1542v1_CDS_0300","GCA_000189735.2_ASM18973v2_CDS_0346","GCA_002009115.1_ASM200911v1_CDS_1409","GCA_002762545.2_ASM276254v2_CDS_0928","GCA_003359255.2_ASM335925v2_CDS_4831","GCA_003627485.2_ASM362748v2_CDS_3165","GCA_005280395.1_ASM528039v1_CDS_2969","GCA_005280355.1_ASM528035v1_CDS_2457"
"GCA_000307975.2_ASM30797v2_CDS_1862","persistent","","10","13","1.3","NA","NA","","","","464","1832","1408.08","GCA_000307975.2_ASM30797v2_CDS_1862","GCA_003012895.2_ASM301289v2_CDS_0564" "GCA_003012895.2_ASM301289v2_CDS_0563","GCA_000015425.1_ASM1542v1_CDS_3637","GCA_000189735.2_ASM18973v2_CDS_3701","GCA_002009115.1_ASM200911v1_CDS_2030","GCA_002762545.2_ASM276254v2_CDS_1632","GCA_003359255.2_ASM335925v2_CDS_0406" "GCA_003359255.2_ASM335925v2_CDS_0407" "GCA_003359255.2_ASM335925v2_CDS_0405","GCA_003627485.2_ASM362748v2_CDS_0557","GCA_005280395.1_ASM528039v1_CDS_3611","GCA_005280355.1_ASM528035v1_CDS_3573"
"GCA_000307975.2_ASM30797v2_CDS_1894","persistent","","10","10","1.0","NA","NA","","","","527","527","527.0","GCA_000307975.2_ASM30797v2_CDS_1894","GCA_003012895.2_ASM301289v2_CDS_0930","GCA_000015425.1_ASM1542v1_CDS_3405","GCA_000189735.2_ASM18973v2_CDS_0022","GCA_002009115.1_ASM200911v1_CDS_1744","GCA_002762545.2_ASM276254v2_CDS_1331","GCA_003359255.2_ASM335925v2_CDS_5237","GCA_003627485.2_ASM362748v2_CDS_0251","GCA_005280395.1_ASM528039v1_CDS_3305","GCA_005280355.1_ASM528035v1_CDS_3857"
"GCA_000307975.2_ASM30797v2_CDS_1958","persistent","","8","8","1.0","NA","NA","","","","434","434","434.0","GCA_000307975.2_ASM30797v2_CDS_1958","","GCA_000015425.1_ASM1542v1_CDS_0539","GCA_000189735.2_ASM18973v2_CDS_0581","GCA_002009115.1_ASM200911v1_CDS_1168","GCA_002762545.2_ASM276254v2_CDS_0691","GCA_003359255.2_ASM335925v2_CDS_4478","GCA_003627485.2_ASM362748v2_CDS_3398","","GCA_005280355.1_ASM528035v1_CDS_2222"
"GCA_000307975.2_ASM30797v2_CDS_2214","persistent","","10","12","1.2","NA","NA","","","","179","1181","984.25","GCA_000307975.2_ASM30797v2_CDS_2214","GCA_003012895.2_ASM301289v2_CDS_1924","GCA_000015425.1_ASM1542v1_CDS_1102","GCA_000189735.2_ASM18973v2_CDS_1110","GCA_002009115.1_ASM200911v1_CDS_0614","GCA_002762545.2_ASM276254v2_CDS_0153","GCA_003359255.2_ASM335925v2_CDS_3879" "GCA_003359255.2_ASM335925v2_CDS_3880" "GCA_003359255.2_ASM335925v2_CDS_3878","GCA_003627485.2_ASM362748v2_CDS_3944","GCA_005280395.1_ASM528039v1_CDS_2221","GCA_005280355.1_ASM528035v1_CDS_1666"
"GCA_000307975.2_ASM30797v2_CDS_2246","persistent","","10","12","1.2","NA","NA","","","","332","1322","1101.5","GCA_000307975.2_ASM30797v2_CDS_2246","GCA_003012895.2_ASM301289v2_CDS_1884","GCA_000015425.1_ASM1542v1_CDS_1067","GCA_000189735.2_ASM18973v2_CDS_1078","GCA_002009115.1_ASM200911v1_CDS_0646","GCA_002762545.2_ASM276254v2_CDS_0187","GCA_003359255.2_ASM335925v2_CDS_3926" "GCA_003359255.2_ASM335925v2_CDS_3927","GCA_003627485.2_ASM362748v2_CDS_3910","GCA_005280395.1_ASM528039v1_CDS_2260" "GCA_005280395.1_ASM528039v1_CDS_2261","GCA_005280355.1_ASM528035v1_CDS_1699"
"GCA_000307975.2_ASM30797v2_CDS_2374","persistent","","7","8","1.14","NA","NA","","","","338","338","338.0","GCA_000307975.2_ASM30797v2_CDS_2374","","","GCA_000189735.2_ASM18973v2_CDS_0953" "GCA_000189735.2_ASM18973v2_CDS_2459","GCA_002009115.1_ASM200911v1_CDS_0778","GCA_002762545.2_ASM276254v2_CDS_0303","","GCA_003627485.2_ASM362748v2_CDS_3791","GCA_005280395.1_ASM528039v1_CDS_2378","GCA_005280355.1_ASM528035v1_CDS_1830"
"GCA_000307975.2_ASM30797v2_CDS_2406","persistent","","7","7","1.0","NA","NA","","","","680","680","680.0","GCA_000307975.2_ASM30797v2_CDS_2406","","","GCA_000189735.2_ASM18973v2_CDS_2494","GCA_002009115.1_ASM200911v1_CDS_0810","GCA_002762545.2_ASM276254v2_CDS_0335","","GCA_003627485.2_ASM362748v2_CDS_3756","GCA_005280395.1_ASM528039v1_CDS_2410","GCA_005280355.1_ASM528035v1_CDS_1862"
"GCA_000307975.2_ASM30797v2_CDS_2470","persistent","","7","8","1.14","NA","NA","","","","137","1010","832.25","GCA_000307975.2_ASM30797v2_CDS_2470","","","GCA_000189735.2_ASM18973v2_CDS_2203","GCA_002009115.1_ASM200911v1_CDS_3347","GCA_002762545.2_ASM276254v2_CDS_3766","GCA_003359255.2_ASM335925v2_CDS_3425" "GCA_003359255.2_ASM335925v2_CDS_3424","GCA_003627485.2_ASM362748v2_CDS_2476","","GCA_005280355.1_ASM528035v1_CDS_0716"
"GCA_000307975.2_ASM30797v2_CDS_2502","persistent","","7","8","1.14","NA","NA","","","","275","698","604.25","GCA_000307975.2_ASM30797v2_CDS_2502","","","GCA_000189735.2_ASM18973v2_CDS_2170","GCA_002009115.1_ASM200911v1_CDS_3381","GCA_002762545.2_ASM276254v2_CDS_3799","GCA_003359255.2_ASM335925v2_CDS_3367" "GCA_003359255.2_ASM335925v2_CDS_3366","GCA_003627485.2_ASM362748v2_CDS_2440","","GCA_005280355.1_ASM528035v1_CDS_0749"
"GCA_002762545.2_ASM276254v2_CDS_2545","persistent","","10","10","1.0","NA","NA","","","","935","935","935.0","GCA_000307975.2_ASM30797v2_CDS_1309","GCA_003012895.2_ASM301289v2_CDS_3271","GCA_000015425.1_ASM1542v1_CDS_2681","GCA_000189735.2_ASM18973v2_CDS_2779","GCA_002009115.1_ASM200911v1_CDS_2863","GCA_002762545.2_ASM276254v2_CDS_2545","GCA_003359255.2_ASM335925v2_CDS_1566","GCA_003627485.2_ASM362748v2_CDS_1461","GCA_005280395.1_ASM528039v1_CDS_0477","GCA_005280355.1_ASM528035v1_CDS_0213"
"GCA_002762545.2_ASM276254v2_CDS_2577","persistent","","10","11","1.1","NA","NA","","","","164","908","804.09","GCA_000307975.2_ASM30797v2_CDS_1340","GCA_003012895.2_ASM301289v2_CDS_3236","GCA_000015425.1_ASM1542v1_CDS_2652","GCA_000189735.2_ASM18973v2_CDS_2749","GCA_002009115.1_ASM200911v1_CDS_2895","GCA_002762545.2_ASM276254v2_CDS_2577","GCA_003359255.2_ASM335925v2_CDS_1616" "GCA_003359255.2_ASM335925v2_CDS_1615","GCA_003627485.2_ASM362748v2_CDS_1493","GCA_005280395.1_ASM528039v1_CDS_0508","GCA_005280355.1_ASM528035v1_CDS_0244"
