"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_014720715.1_ASM1472071v1","GCA_014717695.1_ASM1471769v1","GCA_014718155.1_ASM1471815v1","GCA_014718535.1_ASM1471853v1","GCA_014719655.1_ASM1471965v1","GCA_014718955.1_ASM1471895v1","GCA_014718755.1_ASM1471875v1","GCA_014717935.1_ASM1471793v1","GCA_014722275.1_ASM1472227v1","GCA_014720295.1_ASM1472029v1"
"GCA_014722275.1_ASM1472227v1_CDS_1480","shell","","3","3","1.0","NA","NA","","","","113","113","113.0","","","","","","","GCA_014718755.1_ASM1471875v1_CDS_2539","","GCA_014722275.1_ASM1472227v1_CDS_1480","GCA_014720295.1_ASM1472029v1_CDS_1523"
"GCA_014722275.1_ASM1472227v1_CDS_1512","persistent","","10","10","1.0","NA","NA","","","","722","722","722.0","GCA_014720715.1_ASM1472071v1_CDS_2379","GCA_014717695.1_ASM1471769v1_CDS_2203","GCA_014718155.1_ASM1471815v1_CDS_2277","GCA_014718535.1_ASM1471853v1_CDS_2352","GCA_014719655.1_ASM1471965v1_CDS_2323","GCA_014718955.1_ASM1471895v1_CDS_2426","GCA_014718755.1_ASM1471875v1_CDS_2511","GCA_014717935.1_ASM1471793v1_CDS_2309","GCA_014722275.1_ASM1472227v1_CDS_1512","GCA_014720295.1_ASM1472029v1_CDS_1557"
"GCA_014722275.1_ASM1472227v1_CDS_1544","shell","","4","4","1.0","NA","NA","","","","434","434","434.0","","","","","GCA_014719655.1_ASM1471965v1_CDS_2294","","GCA_014718755.1_ASM1471875v1_CDS_2483","","GCA_014722275.1_ASM1472227v1_CDS_1544","GCA_014720295.1_ASM1472029v1_CDS_1590"
"GCA_014722275.1_ASM1472227v1_CDS_1576","persistent","","10","10","1.0","NA","NA","","","","455","455","455.0","GCA_014720715.1_ASM1472071v1_CDS_2341","GCA_014717695.1_ASM1471769v1_CDS_2166","GCA_014718155.1_ASM1471815v1_CDS_2237","GCA_014718535.1_ASM1471853v1_CDS_2314","GCA_014719655.1_ASM1471965v1_CDS_2259","GCA_014718955.1_ASM1471895v1_CDS_2391","GCA_014718755.1_ASM1471875v1_CDS_2450","GCA_014717935.1_ASM1471793v1_CDS_2268","GCA_014722275.1_ASM1472227v1_CDS_1576","GCA_014720295.1_ASM1472029v1_CDS_1623"
"GCA_014722275.1_ASM1472227v1_CDS_1608","shell","","4","5","1.25","NA","NA","","","","368","1679","1353.8","","","","","GCA_014719655.1_ASM1471965v1_CDS_2226" "GCA_014719655.1_ASM1471965v1_CDS_2225","","GCA_014718755.1_ASM1471875v1_CDS_2419","","GCA_014722275.1_ASM1472227v1_CDS_1608","GCA_014720295.1_ASM1472029v1_CDS_1656"
"GCA_014722275.1_ASM1472227v1_CDS_1672","persistent","","10","10","1.0","NA","NA","","","","1091","1091","1091.0","GCA_014720715.1_ASM1472071v1_CDS_2254","GCA_014717695.1_ASM1471769v1_CDS_2083","GCA_014718155.1_ASM1471815v1_CDS_2154","GCA_014718535.1_ASM1471853v1_CDS_2227","GCA_014719655.1_ASM1471965v1_CDS_2129","GCA_014718955.1_ASM1471895v1_CDS_2314","GCA_014718755.1_ASM1471875v1_CDS_2358","GCA_014717935.1_ASM1471793v1_CDS_2180","GCA_014722275.1_ASM1472227v1_CDS_1672","GCA_014720295.1_ASM1472029v1_CDS_1721"
"GCA_014722275.1_ASM1472227v1_CDS_1704","persistent","","7","7","1.0","NA","NA","","","","740","740","740.0","GCA_014720715.1_ASM1472071v1_CDS_2220","","","GCA_014718535.1_ASM1471853v1_CDS_1846","GCA_014719655.1_ASM1471965v1_CDS_2098","","GCA_014718755.1_ASM1471875v1_CDS_2325","GCA_014717935.1_ASM1471793v1_CDS_2148","GCA_014722275.1_ASM1472227v1_CDS_1704","GCA_014720295.1_ASM1472029v1_CDS_1754"
"GCA_014722275.1_ASM1472227v1_CDS_1736","persistent","","10","10","1.0","NA","NA","","","","536","536","536.0","GCA_014720715.1_ASM1472071v1_CDS_2186","GCA_014717695.1_ASM1471769v1_CDS_2015","GCA_014718155.1_ASM1471815v1_CDS_2089","GCA_014718535.1_ASM1471853v1_CDS_1878","GCA_014719655.1_ASM1471965v1_CDS_2066","GCA_014718955.1_ASM1471895v1_CDS_2248","GCA_014718755.1_ASM1471875v1_CDS_2292","GCA_014717935.1_ASM1471793v1_CDS_2116","GCA_014722275.1_ASM1472227v1_CDS_1736","GCA_014720295.1_ASM1472029v1_CDS_1786"
"GCA_014722275.1_ASM1472227v1_CDS_1800","shell","","3","3","1.0","NA","NA","","","","896","896","896.0","","","","","","","GCA_014718755.1_ASM1471875v1_CDS_2230","","GCA_014722275.1_ASM1472227v1_CDS_1800","GCA_014720295.1_ASM1472029v1_CDS_1852"
"GCA_014722275.1_ASM1472227v1_CDS_1832","shell","","3","3","1.0","NA","NA","","","","2360","2360","2360.0","","","","","","","GCA_014718755.1_ASM1471875v1_CDS_2200","","GCA_014722275.1_ASM1472227v1_CDS_1832","GCA_014720295.1_ASM1472029v1_CDS_1882"
"GCA_014722275.1_ASM1472227v1_CDS_1928","persistent","","10","10","1.0","NA","NA","","","","254","341","332.3","GCA_014720715.1_ASM1472071v1_CDS_2052","GCA_014717695.1_ASM1471769v1_CDS_1885","GCA_014718155.1_ASM1471815v1_CDS_1963","GCA_014718535.1_ASM1471853v1_CDS_2010","GCA_014719655.1_ASM1471965v1_CDS_1932","GCA_014718955.1_ASM1471895v1_CDS_2124","GCA_014718755.1_ASM1471875v1_CDS_2108","GCA_014717935.1_ASM1471793v1_CDS_1984","GCA_014722275.1_ASM1472227v1_CDS_1928","GCA_014720295.1_ASM1472029v1_CDS_1975"
"GCA_014722275.1_ASM1472227v1_CDS_1960","persistent","","10","10","1.0","NA","NA","","","","185","185","185.0","GCA_014720715.1_ASM1472071v1_CDS_2020","GCA_014717695.1_ASM1471769v1_CDS_1850","GCA_014718155.1_ASM1471815v1_CDS_1931","GCA_014718535.1_ASM1471853v1_CDS_2049","GCA_014719655.1_ASM1471965v1_CDS_1901","GCA_014718955.1_ASM1471895v1_CDS_2091","GCA_014718755.1_ASM1471875v1_CDS_2075","GCA_014717935.1_ASM1471793v1_CDS_1951","GCA_014722275.1_ASM1472227v1_CDS_1960","GCA_014720295.1_ASM1472029v1_CDS_2007"
"GCA_014722275.1_ASM1472227v1_CDS_1992","persistent","","10","10","1.0","NA","NA","","","","1028","1028","1028.0","GCA_014720715.1_ASM1472071v1_CDS_1992","GCA_014717695.1_ASM1471769v1_CDS_1825","GCA_014718155.1_ASM1471815v1_CDS_1906","GCA_014718535.1_ASM1471853v1_CDS_2076","GCA_014719655.1_ASM1471965v1_CDS_1868","GCA_014718955.1_ASM1471895v1_CDS_2069","GCA_014718755.1_ASM1471875v1_CDS_2042","GCA_014717935.1_ASM1471793v1_CDS_1918","GCA_014722275.1_ASM1472227v1_CDS_1992","GCA_014720295.1_ASM1472029v1_CDS_2038"
"GCA_014722275.1_ASM1472227v1_CDS_2056","shell","","3","3","1.0","NA","NA","","","","1262","1262","1262.0","","","","","","","GCA_014718755.1_ASM1471875v1_CDS_1978","","GCA_014722275.1_ASM1472227v1_CDS_2056","GCA_014720295.1_ASM1472029v1_CDS_2100"
"GCA_014722275.1_ASM1472227v1_CDS_2088","shell","","3","3","1.0","NA","NA","","","","1664","1664","1664.0","","","","","","","GCA_014718755.1_ASM1471875v1_CDS_1945","","GCA_014722275.1_ASM1472227v1_CDS_2088","GCA_014720295.1_ASM1472029v1_CDS_2132"
"GCA_014722275.1_ASM1472227v1_CDS_2120","shell","","7","7","1.0","NA","NA","","","","1016","1016","1016.0","","GCA_014717695.1_ASM1471769v1_CDS_1739","GCA_014718155.1_ASM1471815v1_CDS_1824","GCA_014718535.1_ASM1471853v1_CDS_2188","","GCA_014718955.1_ASM1471895v1_CDS_1987","GCA_014718755.1_ASM1471875v1_CDS_1914","","GCA_014722275.1_ASM1472227v1_CDS_2120","GCA_014720295.1_ASM1472029v1_CDS_2163"
"GCA_014722275.1_ASM1472227v1_CDS_2184","persistent","","10","10","1.0","NA","NA","","","","527","527","527.0","GCA_014720715.1_ASM1472071v1_CDS_1828","GCA_014717695.1_ASM1471769v1_CDS_1684","GCA_014718155.1_ASM1471815v1_CDS_1717","GCA_014718535.1_ASM1471853v1_CDS_1780","GCA_014719655.1_ASM1471965v1_CDS_1768","GCA_014718955.1_ASM1471895v1_CDS_1931","GCA_014718755.1_ASM1471875v1_CDS_1849","GCA_014717935.1_ASM1471793v1_CDS_1737","GCA_014722275.1_ASM1472227v1_CDS_2184","GCA_014720295.1_ASM1472029v1_CDS_2227"
"GCA_014722275.1_ASM1472227v1_CDS_2216","persistent","","10","21","2.1","NA","NA","","","","221","671","639.14","GCA_014720715.1_ASM1472071v1_CDS_1840" "GCA_014720715.1_ASM1472071v1_CDS_1797","GCA_014717695.1_ASM1471769v1_CDS_1655" "GCA_014717695.1_ASM1471769v1_CDS_1699","GCA_014718155.1_ASM1471815v1_CDS_1783" "GCA_014718155.1_ASM1471815v1_CDS_1688","GCA_014718535.1_ASM1471853v1_CDS_1752" "GCA_014718535.1_ASM1471853v1_CDS_1792","GCA_014719655.1_ASM1471965v1_CDS_1738" "GCA_014719655.1_ASM1471965v1_CDS_1785","GCA_014718955.1_ASM1471895v1_CDS_1900" "GCA_014718955.1_ASM1471895v1_CDS_1944","GCA_014718755.1_ASM1471875v1_CDS_1865" "GCA_014718755.1_ASM1471875v1_CDS_1818","GCA_014717935.1_ASM1471793v1_CDS_1708" "GCA_014717935.1_ASM1471793v1_CDS_1750","GCA_014722275.1_ASM1472227v1_CDS_2170" "GCA_014722275.1_ASM1472227v1_CDS_2216","GCA_014720295.1_ASM1472029v1_CDS_2258" "GCA_014720295.1_ASM1472029v1_CDS_2257" "GCA_014720295.1_ASM1472029v1_CDS_2212"
"GCA_014722275.1_ASM1472227v1_CDS_2248","persistent","","10","14","1.4","NA","NA","","","","356","2096","1469.43","GCA_014720715.1_ASM1472071v1_CDS_1761" "GCA_014720715.1_ASM1472071v1_CDS_1760" "GCA_014720715.1_ASM1472071v1_CDS_1759","GCA_014717695.1_ASM1471769v1_CDS_1625","GCA_014718155.1_ASM1471815v1_CDS_1656","GCA_014718535.1_ASM1471853v1_CDS_1718" "GCA_014718535.1_ASM1471853v1_CDS_1717","GCA_014719655.1_ASM1471965v1_CDS_1706","GCA_014718955.1_ASM1471895v1_CDS_1866" "GCA_014718955.1_ASM1471895v1_CDS_1868","GCA_014718755.1_ASM1471875v1_CDS_1788","GCA_014717935.1_ASM1471793v1_CDS_1675","GCA_014722275.1_ASM1472227v1_CDS_2248","GCA_014720295.1_ASM1472029v1_CDS_2290"
"GCA_014722275.1_ASM1472227v1_CDS_2312","persistent","","10","10","1.0","NA","NA","","","","1448","1493","1488.5","GCA_014720715.1_ASM1472071v1_CDS_1693","GCA_014717695.1_ASM1471769v1_CDS_1561","GCA_014718155.1_ASM1471815v1_CDS_1589","GCA_014718535.1_ASM1471853v1_CDS_1655","GCA_014719655.1_ASM1471965v1_CDS_1641","GCA_014718955.1_ASM1471895v1_CDS_1797","GCA_014718755.1_ASM1471875v1_CDS_1724","GCA_014717935.1_ASM1471793v1_CDS_1612","GCA_014722275.1_ASM1472227v1_CDS_2312","GCA_014720295.1_ASM1472029v1_CDS_2355"
"GCA_014722275.1_ASM1472227v1_CDS_2344","persistent","","10","10","1.0","NA","NA","","","","1022","1022","1022.0","GCA_014720715.1_ASM1472071v1_CDS_1662","GCA_014717695.1_ASM1471769v1_CDS_1529","GCA_014718155.1_ASM1471815v1_CDS_1556","GCA_014718535.1_ASM1471853v1_CDS_1625","GCA_014719655.1_ASM1471965v1_CDS_1607","GCA_014718955.1_ASM1471895v1_CDS_1757","GCA_014718755.1_ASM1471875v1_CDS_1692","GCA_014717935.1_ASM1471793v1_CDS_1581","GCA_014722275.1_ASM1472227v1_CDS_2344","GCA_014720295.1_ASM1472029v1_CDS_2390"
"GCA_014717935.1_ASM1471793v1_CDS_3597","persistent","","10","10","1.0","NA","NA","","","","563","599","595.4","GCA_014720715.1_ASM1472071v1_CDS_3667","GCA_014717695.1_ASM1471769v1_CDS_3606","GCA_014718155.1_ASM1471815v1_CDS_3589","GCA_014718535.1_ASM1471853v1_CDS_3699","GCA_014719655.1_ASM1471965v1_CDS_3723","GCA_014718955.1_ASM1471895v1_CDS_3714","GCA_014718755.1_ASM1471875v1_CDS_3913","GCA_014717935.1_ASM1471793v1_CDS_3597","GCA_014722275.1_ASM1472227v1_CDS_0174","GCA_014720295.1_ASM1472029v1_CDS_0170"
"GCA_014717935.1_ASM1471793v1_CDS_3629","persistent","","10","10","1.0","NA","NA","","","","386","386","386.0","GCA_014720715.1_ASM1472071v1_CDS_3702","GCA_014717695.1_ASM1471769v1_CDS_3638","GCA_014718155.1_ASM1471815v1_CDS_3621","GCA_014718535.1_ASM1471853v1_CDS_3736","GCA_014719655.1_ASM1471965v1_CDS_3758","GCA_014718955.1_ASM1471895v1_CDS_3754","GCA_014718755.1_ASM1471875v1_CDS_3945","GCA_014717935.1_ASM1471793v1_CDS_3629","GCA_014722275.1_ASM1472227v1_CDS_0138","GCA_014720295.1_ASM1472029v1_CDS_0135"
"GCA_014717935.1_ASM1471793v1_CDS_3661","persistent","","10","10","1.0","NA","NA","","","","164","380","336.8","GCA_014720715.1_ASM1472071v1_CDS_3739","GCA_014717695.1_ASM1471769v1_CDS_3675","GCA_014718155.1_ASM1471815v1_CDS_3656","GCA_014718535.1_ASM1471853v1_CDS_3771","GCA_014719655.1_ASM1471965v1_CDS_3822","GCA_014718955.1_ASM1471895v1_CDS_3817","GCA_014718755.1_ASM1471875v1_CDS_3977","GCA_014717935.1_ASM1471793v1_CDS_3661","GCA_014722275.1_ASM1472227v1_CDS_0104","GCA_014720295.1_ASM1472029v1_CDS_0102"
"GCA_014717935.1_ASM1471793v1_CDS_3693","cloud","","1","1","1.0","NA","NA","","","","908","908","908.0","","","","","","","","GCA_014717935.1_ASM1471793v1_CDS_3693","",""
"GCA_014717935.1_ASM1471793v1_CDS_3853","cloud","","3","5","1.67","NA","NA","","","","503","854","740.6","","","","","GCA_014719655.1_ASM1471965v1_CDS_3277","GCA_014718955.1_ASM1471895v1_CDS_4057" "GCA_014718955.1_ASM1471895v1_CDS_4141","","GCA_014717935.1_ASM1471793v1_CDS_3930" "GCA_014717935.1_ASM1471793v1_CDS_3853","",""
"GCA_014717935.1_ASM1471793v1_CDS_4013","cloud","","2","3","1.5","NA","NA","","","","530","530","530.0","","","","","","GCA_014718955.1_ASM1471895v1_CDS_4000","","GCA_014717935.1_ASM1471793v1_CDS_4009" "GCA_014717935.1_ASM1471793v1_CDS_4013","",""
"GCA_014717935.1_ASM1471793v1_CDS_4045","cloud","","3","12","4.0","NA","NA","","","","1208","1337","1315.5","GCA_014720715.1_ASM1472071v1_CDS_3895" "GCA_014720715.1_ASM1472071v1_CDS_3950" "GCA_014720715.1_ASM1472071v1_CDS_3892","","","","","GCA_014718955.1_ASM1471895v1_CDS_4341" "GCA_014718955.1_ASM1471895v1_CDS_3996" "GCA_014718955.1_ASM1471895v1_CDS_3993" "GCA_014718955.1_ASM1471895v1_CDS_4021" "GCA_014718955.1_ASM1471895v1_CDS_4003","","GCA_014717935.1_ASM1471793v1_CDS_4006" "GCA_014717935.1_ASM1471793v1_CDS_4027" "GCA_014717935.1_ASM1471793v1_CDS_4045" "GCA_014717935.1_ASM1471793v1_CDS_4001","",""
"GCA_014717935.1_ASM1471793v1_CDS_4141","shell","","7","10","1.43","NA","NA","","","","107","320","286.7","GCA_014720715.1_ASM1472071v1_CDS_3903","","","","GCA_014719655.1_ASM1471965v1_CDS_3965","GCA_014718955.1_ASM1471895v1_CDS_4291","GCA_014718755.1_ASM1471875v1_CDS_4108","GCA_014717935.1_ASM1471793v1_CDS_4141","GCA_014722275.1_ASM1472227v1_CDS_4163" "GCA_014722275.1_ASM1472227v1_CDS_3850","GCA_014720295.1_ASM1472029v1_CDS_4345" "GCA_014720295.1_ASM1472029v1_CDS_3896" "GCA_014720295.1_ASM1472029v1_CDS_3898"
"GCA_014717935.1_ASM1471793v1_CDS_4173","shell","","6","6","1.0","NA","NA","","","","221","221","221.0","","","","GCA_014718535.1_ASM1471853v1_CDS_3986","","GCA_014718955.1_ASM1471895v1_CDS_4322","GCA_014718755.1_ASM1471875v1_CDS_4139","GCA_014717935.1_ASM1471793v1_CDS_4173","GCA_014722275.1_ASM1472227v1_CDS_4130","GCA_014720295.1_ASM1472029v1_CDS_4312"
"GCA_014722275.1_ASM1472227v1_CDS_0136","persistent","","10","10","1.0","NA","NA","","","","392","392","392.0","GCA_014720715.1_ASM1472071v1_CDS_3704","GCA_014717695.1_ASM1471769v1_CDS_3641","GCA_014718155.1_ASM1471815v1_CDS_3623","GCA_014718535.1_ASM1471853v1_CDS_3738","GCA_014719655.1_ASM1471965v1_CDS_3760","GCA_014718955.1_ASM1471895v1_CDS_3756","GCA_014718755.1_ASM1471875v1_CDS_3947","GCA_014717935.1_ASM1471793v1_CDS_3631","GCA_014722275.1_ASM1472227v1_CDS_0136","GCA_014720295.1_ASM1472029v1_CDS_0133"
"GCA_014722275.1_ASM1472227v1_CDS_0264","persistent","","10","10","1.0","NA","NA","","","","929","929","929.0","GCA_014720715.1_ASM1472071v1_CDS_3565","GCA_014717695.1_ASM1471769v1_CDS_3517","GCA_014718155.1_ASM1471815v1_CDS_3500","GCA_014718535.1_ASM1471853v1_CDS_3600","GCA_014719655.1_ASM1471965v1_CDS_3630","GCA_014718955.1_ASM1471895v1_CDS_3613","GCA_014718755.1_ASM1471875v1_CDS_3803","GCA_014717935.1_ASM1471793v1_CDS_3505","GCA_014722275.1_ASM1472227v1_CDS_0264","GCA_014720295.1_ASM1472029v1_CDS_0282"
"GCA_014722275.1_ASM1472227v1_CDS_0296","persistent","","10","10","1.0","NA","NA","","","","710","710","710.0","GCA_014720715.1_ASM1472071v1_CDS_3531","GCA_014717695.1_ASM1471769v1_CDS_3484","GCA_014718155.1_ASM1471815v1_CDS_3468","GCA_014718535.1_ASM1471853v1_CDS_3564","GCA_014719655.1_ASM1471965v1_CDS_3595","GCA_014718955.1_ASM1471895v1_CDS_3577","GCA_014718755.1_ASM1471875v1_CDS_3771","GCA_014717935.1_ASM1471793v1_CDS_3473","GCA_014722275.1_ASM1472227v1_CDS_0296","GCA_014720295.1_ASM1472029v1_CDS_0314"
"GCA_014722275.1_ASM1472227v1_CDS_0328","persistent","","10","11","1.1","NA","NA","","","","728","1484","1349.27","GCA_014720715.1_ASM1472071v1_CDS_3498","GCA_014717695.1_ASM1471769v1_CDS_3450","GCA_014718155.1_ASM1471815v1_CDS_3435","GCA_014718535.1_ASM1471853v1_CDS_3530","GCA_014719655.1_ASM1471965v1_CDS_3564","GCA_014718955.1_ASM1471895v1_CDS_3542","GCA_014718755.1_ASM1471875v1_CDS_3740","GCA_014717935.1_ASM1471793v1_CDS_3440","GCA_014722275.1_ASM1472227v1_CDS_0328","GCA_014720295.1_ASM1472029v1_CDS_0345" "GCA_014720295.1_ASM1472029v1_CDS_0346"
"GCA_014722275.1_ASM1472227v1_CDS_0360","persistent","","10","10","1.0","NA","NA","","","","329","329","329.0","GCA_014720715.1_ASM1472071v1_CDS_3467","GCA_014717695.1_ASM1471769v1_CDS_3418","GCA_014718155.1_ASM1471815v1_CDS_3404","GCA_014718535.1_ASM1471853v1_CDS_3498","GCA_014719655.1_ASM1471965v1_CDS_3532","GCA_014718955.1_ASM1471895v1_CDS_3507","GCA_014718755.1_ASM1471875v1_CDS_3710","GCA_014717935.1_ASM1471793v1_CDS_3408","GCA_014722275.1_ASM1472227v1_CDS_0360","GCA_014720295.1_ASM1472029v1_CDS_0375"
"GCA_014722275.1_ASM1472227v1_CDS_0392","persistent","","10","12","1.2","NA","NA","","","","203","1346","1127.25","GCA_014720715.1_ASM1472071v1_CDS_3432" "GCA_014720715.1_ASM1472071v1_CDS_3433","GCA_014717695.1_ASM1471769v1_CDS_3383","GCA_014718155.1_ASM1471815v1_CDS_3372","GCA_014718535.1_ASM1471853v1_CDS_3465","GCA_014719655.1_ASM1471965v1_CDS_3501","GCA_014718955.1_ASM1471895v1_CDS_3469","GCA_014718755.1_ASM1471875v1_CDS_3679","GCA_014717935.1_ASM1471793v1_CDS_3376" "GCA_014717935.1_ASM1471793v1_CDS_3375","GCA_014722275.1_ASM1472227v1_CDS_0392","GCA_014720295.1_ASM1472029v1_CDS_0407"
"GCA_014722275.1_ASM1472227v1_CDS_0744","persistent","","10","10","1.0","NA","NA","","","","1604","1667","1655.9","GCA_014720715.1_ASM1472071v1_CDS_3056","GCA_014717695.1_ASM1471769v1_CDS_2995","GCA_014718155.1_ASM1471815v1_CDS_3035","GCA_014718535.1_ASM1471853v1_CDS_3095","GCA_014719655.1_ASM1471965v1_CDS_3105","GCA_014718955.1_ASM1471895v1_CDS_3075","GCA_014718755.1_ASM1471875v1_CDS_3341","GCA_014717935.1_ASM1471793v1_CDS_3053","GCA_014722275.1_ASM1472227v1_CDS_0744","GCA_014720295.1_ASM1472029v1_CDS_0761"
"GCA_014722275.1_ASM1472227v1_CDS_0809","persistent","","9","9","1.0","NA","NA","","","","536","578","568.67","GCA_014720715.1_ASM1472071v1_CDS_2989","GCA_014717695.1_ASM1471769v1_CDS_2914","","GCA_014718535.1_ASM1471853v1_CDS_3026","GCA_014719655.1_ASM1471965v1_CDS_3036","GCA_014718955.1_ASM1471895v1_CDS_3010","GCA_014718755.1_ASM1471875v1_CDS_3277","GCA_014717935.1_ASM1471793v1_CDS_2990","GCA_014722275.1_ASM1472227v1_CDS_0809","GCA_014720295.1_ASM1472029v1_CDS_0826"
"GCA_014722275.1_ASM1472227v1_CDS_0841","persistent","","10","10","1.0","NA","NA","","","","455","455","455.0","GCA_014720715.1_ASM1472071v1_CDS_2962","GCA_014717695.1_ASM1471769v1_CDS_2885","GCA_014718155.1_ASM1471815v1_CDS_2945","GCA_014718535.1_ASM1471853v1_CDS_3000","GCA_014719655.1_ASM1471965v1_CDS_3003","GCA_014718955.1_ASM1471895v1_CDS_2976","GCA_014718755.1_ASM1471875v1_CDS_3245","GCA_014717935.1_ASM1471793v1_CDS_2936","GCA_014722275.1_ASM1472227v1_CDS_0841","GCA_014720295.1_ASM1472029v1_CDS_0860"
"GCA_014722275.1_ASM1472227v1_CDS_0873","persistent","","10","10","1.0","NA","NA","","","","377","377","377.0","GCA_014720715.1_ASM1472071v1_CDS_2929","GCA_014717695.1_ASM1471769v1_CDS_2853","GCA_014718155.1_ASM1471815v1_CDS_2914","GCA_014718535.1_ASM1471853v1_CDS_2968","GCA_014719655.1_ASM1471965v1_CDS_2971","GCA_014718955.1_ASM1471895v1_CDS_2943","GCA_014718755.1_ASM1471875v1_CDS_3213","GCA_014717935.1_ASM1471793v1_CDS_2904","GCA_014722275.1_ASM1472227v1_CDS_0873","GCA_014720295.1_ASM1472029v1_CDS_0893"
"GCA_014722275.1_ASM1472227v1_CDS_1065","shell","","3","3","1.0","NA","NA","","","","1337","1337","1337.0","","","","","","","GCA_014718755.1_ASM1471875v1_CDS_2972","","GCA_014722275.1_ASM1472227v1_CDS_1065","GCA_014720295.1_ASM1472029v1_CDS_1091"
"GCA_014722275.1_ASM1472227v1_CDS_1097","shell","","3","3","1.0","NA","NA","","","","173","173","173.0","","","","","","","GCA_014718755.1_ASM1471875v1_CDS_2939","","GCA_014722275.1_ASM1472227v1_CDS_1097","GCA_014720295.1_ASM1472029v1_CDS_1123"
"GCA_014722275.1_ASM1472227v1_CDS_1449","persistent","","9","9","1.0","NA","NA","","","","311","482","463.0","GCA_014720715.1_ASM1472071v1_CDS_2433","GCA_014717695.1_ASM1471769v1_CDS_2264","GCA_014718155.1_ASM1471815v1_CDS_2338","GCA_014718535.1_ASM1471853v1_CDS_2411","GCA_014719655.1_ASM1471965v1_CDS_2381","","GCA_014718755.1_ASM1471875v1_CDS_2569","GCA_014717935.1_ASM1471793v1_CDS_2358","GCA_014722275.1_ASM1472227v1_CDS_1449","GCA_014720295.1_ASM1472029v1_CDS_1494"
"GCA_014722275.1_ASM1472227v1_CDS_1481","shell","","4","4","1.0","NA","NA","","","","695","695","695.0","","","","","GCA_014719655.1_ASM1471965v1_CDS_2352","","GCA_014718755.1_ASM1471875v1_CDS_2538","","GCA_014722275.1_ASM1472227v1_CDS_1481","GCA_014720295.1_ASM1472029v1_CDS_1524"
"GCA_014722275.1_ASM1472227v1_CDS_1513","persistent","","10","15","1.5","NA","NA","","","","326","1037","691.6","GCA_014720715.1_ASM1472071v1_CDS_2377" "GCA_014720715.1_ASM1472071v1_CDS_2378","GCA_014717695.1_ASM1471769v1_CDS_2202","GCA_014718155.1_ASM1471815v1_CDS_2276" "GCA_014718155.1_ASM1471815v1_CDS_2275","GCA_014718535.1_ASM1471853v1_CDS_2350" "GCA_014718535.1_ASM1471853v1_CDS_2351","GCA_014719655.1_ASM1471965v1_CDS_2322" "GCA_014719655.1_ASM1471965v1_CDS_2321","GCA_014718955.1_ASM1471895v1_CDS_2425","GCA_014718755.1_ASM1471875v1_CDS_2510","GCA_014717935.1_ASM1471793v1_CDS_2308","GCA_014722275.1_ASM1472227v1_CDS_1513","GCA_014720295.1_ASM1472029v1_CDS_1558" "GCA_014720295.1_ASM1472029v1_CDS_1559"
"GCA_014722275.1_ASM1472227v1_CDS_1545","shell","","4","5","1.25","NA","NA","","","","584","1802","1434.2","","","","","GCA_014719655.1_ASM1471965v1_CDS_2293" "GCA_014719655.1_ASM1471965v1_CDS_2292","","GCA_014718755.1_ASM1471875v1_CDS_2482","","GCA_014722275.1_ASM1472227v1_CDS_1545","GCA_014720295.1_ASM1472029v1_CDS_1591"
"GCA_014722275.1_ASM1472227v1_CDS_1577","persistent","","10","11","1.1","NA","NA","","","","362","1616","1464.36","GCA_014720715.1_ASM1472071v1_CDS_2340" "GCA_014720715.1_ASM1472071v1_CDS_2339","GCA_014717695.1_ASM1471769v1_CDS_2165","GCA_014718155.1_ASM1471815v1_CDS_2236","GCA_014718535.1_ASM1471853v1_CDS_2313","GCA_014719655.1_ASM1471965v1_CDS_2258","GCA_014718955.1_ASM1471895v1_CDS_2390","GCA_014718755.1_ASM1471875v1_CDS_2449","GCA_014717935.1_ASM1471793v1_CDS_2267","GCA_014722275.1_ASM1472227v1_CDS_1577","GCA_014720295.1_ASM1472029v1_CDS_1624"
"GCA_014722275.1_ASM1472227v1_CDS_1609","shell","","4","4","1.0","NA","NA","","","","884","884","884.0","","","","","GCA_014719655.1_ASM1471965v1_CDS_2224","","GCA_014718755.1_ASM1471875v1_CDS_2418","","GCA_014722275.1_ASM1472227v1_CDS_1609","GCA_014720295.1_ASM1472029v1_CDS_1657"
"GCA_014722275.1_ASM1472227v1_CDS_1705","persistent","","10","10","1.0","NA","NA","","","","290","536","462.2","GCA_014720715.1_ASM1472071v1_CDS_2219","GCA_014717695.1_ASM1471769v1_CDS_2047","GCA_014718155.1_ASM1471815v1_CDS_2121","GCA_014718535.1_ASM1471853v1_CDS_1847","GCA_014719655.1_ASM1471965v1_CDS_2097","GCA_014718955.1_ASM1471895v1_CDS_2283","GCA_014718755.1_ASM1471875v1_CDS_2324","GCA_014717935.1_ASM1471793v1_CDS_2147","GCA_014722275.1_ASM1472227v1_CDS_1705","GCA_014720295.1_ASM1472029v1_CDS_1755"
